diag1_4,DIAGNOSIS_GROUP,label
Y462,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y463,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y464,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y465,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y466,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y467,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y468,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y470,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y471,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y472,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y473,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y474,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y475,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y478,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y479,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y480,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
Y481,140,"Allergic reactions, Rehabilitation care; fitting of prostheses; and adjustment of devices, Administrative/social admission, Medical examination/evaluation, Other aftercare, Other screening for suspected conditions (not mental disorders or infectious disease), Residual codes; unclassified, E Codes: All (external causes of injury and poisoning)"
